[Gene ID],[source_id],[Genomic Location (Gene)],[Product Description],[NN Summary Score],[NN D-Score],[HMM Signal Probability],[Met Search Criteria]
PF3D7_1150200,PF3D7_1150200.1,"Pf3D7_11_v3:2,018,714..2,019,967(-)",rifin,2,0.5,0.02,Y
PF3D7_1200300,PF3D7_1200300.1,"Pf3D7_12_v3:30,078..31,261(-)",rifin,3,0.69,0.81,Y
PF3D7_1200700,PF3D7_1200700.1,"Pf3D7_12_v3:61,556..64,336(-)",acyl-CoA synthetase,4,0.65,0.77,Y
PF3D7_1200800,PF3D7_1200800.1,"Pf3D7_12_v3:68,808..70,842(-)","serine/threonine protein kinase, FIKK family",3,0.63,0,Y
PF3D7_1201000,PF3D7_1201000.1,"Pf3D7_12_v3:76,846..79,067(-)","Plasmodium exported protein (PHISTb), unknown function",2,0.52,0.16,Y
PF3D7_1201300,PF3D7_1201300.1,"Pf3D7_12_v3:92,242..92,562(+)",liver stage associated protein 1,4,0.8,0.95,Y
PF3D7_1201400,PF3D7_1201400.1,"Pf3D7_12_v3:93,581..97,146(-)","Plasmodium exported protein, unknown function",2,0.59,0.01,Y
PF3D7_1201600,PF3D7_1201600.1,"Pf3D7_12_v3:101,581..102,624(-)",NIMA related kinase 3,3,0.62,0.96,Y
PF3D7_1204400,PF3D7_1204400.1,"Pf3D7_12_v3:208,165..210,893(-)","conserved Plasmodium membrane protein, unknown function",4,0.63,0.12,Y
PF3D7_1204900,PF3D7_1204900.1,"Pf3D7_12_v3:217,184..218,239(+)","probable protein, unknown function",4,0.68,0.54,Y
PF3D7_1205300,PF3D7_1205300.1,"Pf3D7_12_v3:230,463..231,407(+)","conserved Plasmodium protein, unknown function",4,0.66,0.77,Y
PF3D7_1206000,PF3D7_1206000.1,"Pf3D7_12_v3:270,300..271,214(-)",shewanella-like protein phosphatase 2,3,0.51,0.01,Y
PF3D7_1207300,PF3D7_1207300.1,"Pf3D7_12_v3:343,326..344,361(-)","LIMP protein, putative",4,0.91,1,Y
PF3D7_1207500,PF3D7_1207500.1,"Pf3D7_12_v3:348,274..349,100(+)","RNA-binding protein, putative",4,0.79,0.9,Y
PF3D7_1207600,PF3D7_1207600.1,"Pf3D7_12_v3:349,479..351,284(-)","tRNA delta(2)-isopentenylpyrophosphate transferase, putative",3,0.64,0.22,Y
PF3D7_1207700,PF3D7_1207700.1,"Pf3D7_12_v3:351,850..354,006(-)",blood stage antigen 41-3 precursor,4,0.82,0.99,Y
PF3D7_1208000,PF3D7_1208000.1,"Pf3D7_12_v3:359,995..360,499(+)","apicoplast ribosomal protein L29 precursor, putative",4,0.87,0.81,Y
PF3D7_1209600,PF3D7_1209600.1,"Pf3D7_12_v3:443,680..444,987(+)",porphobilinogen deaminase,4,0.82,1,Y
PF3D7_1212000,PF3D7_1212000.1,"Pf3D7_12_v3:534,912..535,915(-)",glutathione peroxidase-like thioredoxin peroxidase,4,0.54,0.04,Y
PF3D7_1212100,PF3D7_1212100.1,"Pf3D7_12_v3:536,951..538,627(+)","peripheral plastid protein 1, putative",4,0.71,0.13,Y
PF3D7_1213500,PF3D7_1213500.1,"Pf3D7_12_v3:583,089..585,323(+)","integral membrane protein GPR180, putative",4,0.8,0.02,Y
PF3D7_1214000,PF3D7_1214000.1,"Pf3D7_12_v3:600,954..601,564(-)","conserved Plasmodium protein, unknown function",3,0.37,0.07,Y
PF3D7_1214500,PF3D7_1214500.1,"Pf3D7_12_v3:611,892..613,128(+)","conserved Plasmodium protein, unknown function",4,0.56,0.5,Y
PF3D7_1214800,PF3D7_1214800.1,"Pf3D7_12_v3:616,782..617,387(+)","conserved Plasmodium protein, unknown function",3,0.58,0.44,Y
PF3D7_1215900,PF3D7_1215900.1,"Pf3D7_12_v3:641,552..643,519(+)","serpentine receptor, putative",4,0.79,0.35,Y
PF3D7_1216000,PF3D7_1216000.1,"Pf3D7_12_v3:644,539..646,395(+)","serine--tRNA ligase, putative",4,0.87,0.97,Y
PF3D7_1216400,PF3D7_1216400.1,"Pf3D7_12_v3:653,670..656,435(+)","conserved Plasmodium membrane protein, unknown function",3,0.66,0.01,Y
PF3D7_1216500,PF3D7_1216500.1,"Pf3D7_12_v3:657,339..658,004(-)",male development gene 1,3,0.61,0.01,Y
PF3D7_1216600,PF3D7_1216600.1,"Pf3D7_12_v3:659,738..660,286(-)",cell traversal protein for ookinetes and sporozoites,4,0.75,0.97,Y
PF3D7_1216700,PF3D7_1216700.1,"Pf3D7_12_v3:663,061..666,282(+)",perforin-like protein 2,4,0.64,0.01,Y
PF3D7_1217300,PF3D7_1217300.1,"Pf3D7_12_v3:682,837..685,722(+)","GTP-binding protein, putative",2,0.57,0.05,Y
PF3D7_1218000,PF3D7_1218000.1,"Pf3D7_12_v3:703,895..704,953(+)",thrombospondin-related apical membrane protein,4,0.56,0.13,Y
PF3D7_1218100,PF3D7_1218100.1,"Pf3D7_12_v3:706,227..708,196(+)","conserved Plasmodium protein, unknown function",4,0.52,0.01,Y
PF3D7_1218800,PF3D7_1218800.1,"Pf3D7_12_v3:738,357..740,255(-)","secreted ookinete protein, putative",3,0.67,0.14,Y
PF3D7_1220600,PF3D7_1220600.1,"Pf3D7_12_v3:820,586..822,198(+)","conserved Plasmodium protein, unknown function",4,0.8,0.27,Y
PF3D7_1221100,PF3D7_1221100.1,"Pf3D7_12_v3:847,437..849,183(+)","conserved Plasmodium protein, unknown function",4,0.69,0.95,Y
PF3D7_1221700,PF3D7_1221700.1,"Pf3D7_12_v3:865,726..868,581(+)","FbpA domain protein, putative",2,0.55,0,Y
PF3D7_1221800,PF3D7_1221800.1,"Pf3D7_12_v3:869,260..871,368(+)","conserved Plasmodium protein, unknown function",2,0.63,0.84,Y
PF3D7_1222000,PF3D7_1222000.1,"Pf3D7_12_v3:876,916..878,625(-)","tRNA-splicing ligase RtcB, putative",4,0.84,1,Y
PF3D7_1222300,PF3D7_1222300.1,"Pf3D7_12_v3:883,567..886,032(-)","endoplasmin, putative",4,0.67,0.72,Y
PF3D7_1223300,PF3D7_1223300.1,"Pf3D7_12_v3:934,971..938,639(-)",DNA gyrase subunit A,2,0.53,0.31,Y
PF3D7_1225100,PF3D7_1225100.1,"Pf3D7_12_v3:1,018,506..1,024,008(+)","isoleucine--tRNA ligase, putative",4,0.79,0.07,Y
PF3D7_1226900,PF3D7_1226900.1,"Pf3D7_12_v3:1,088,536..1,090,023(-)",parasitophorous vacuolar protein 2,4,0.81,0.93,Y
PF3D7_1228600,PF3D7_1228600.1,"Pf3D7_12_v3:1,160,729..1,162,960(-)",merozoite surface protein 9,4,0.78,0.98,Y
PF3D7_1228700,PF3D7_1228700.1,"Pf3D7_12_v3:1,165,508..1,169,148(+)","conserved Plasmodium protein, unknown function",4,0.91,0.89,Y
PF3D7_1229300,PF3D7_1229300.1,"Pf3D7_12_v3:1,204,991..1,207,963(+)","conserved Plasmodium protein, unknown function",4,0.84,0.93,Y
PF3D7_1229600,PF3D7_1229600.1,"Pf3D7_12_v3:1,214,043..1,217,715(-)","conserved Plasmodium protein, unknown function",2,0.53,0.1,Y
PF3D7_1232000,PF3D7_1232000.1,"Pf3D7_12_v3:1,325,484..1,327,339(-)",phenylalanine--tRNA ligase,4,0.72,0.87,Y
PF3D7_1232100,PF3D7_1232100.1,"Pf3D7_12_v3:1,328,311..1,331,371(-)",60 kDa chaperonin,4,0.91,0.99,Y
PF3D7_1232700,PF3D7_1232700.1,"Pf3D7_12_v3:1,346,052..1,350,512(+)","conserved Plasmodium protein, unknown function",3,0.53,0.28,Y
PF3D7_1234400,PF3D7_1234400.1,"Pf3D7_12_v3:1,436,790..1,439,349(-)","microgamete surface protein MiGS, putative",4,0.45,0.03,Y
PF3D7_1234600,PF3D7_1234600.1,"Pf3D7_12_v3:1,441,736..1,445,128(-)","protein TOC75, putative",4,0.79,0.66,Y
PF3D7_1234700,PF3D7_1234700.1,"Pf3D7_12_v3:1,446,375..1,450,335(-)",upregulated in late gametocytes ULG8,4,0.87,0.55,Y
PF3D7_1236400,PF3D7_1236400.1,"Pf3D7_12_v3:1,522,463..1,524,632(+)","conserved Plasmodium protein, unknown function",3,0.6,0.95,Y
PF3D7_1236700,PF3D7_1236700.1,"Pf3D7_12_v3:1,529,821..1,531,347(-)","S-adenosyl-methyltransferase, putative",3,0.66,0.76,Y
PF3D7_1236800,PF3D7_1236800.1,"Pf3D7_12_v3:1,532,248..1,534,077(+)","protein-S-isoprenylcysteine O-methyltransferase, putative",2,0.57,0.01,Y
PF3D7_1237900,PF3D7_1237900.1,"Pf3D7_12_v3:1,577,181..1,580,747(+)","conserved Plasmodium protein, unknown function",4,0.54,0.17,Y
PF3D7_1239400,PF3D7_1239400.1,"Pf3D7_12_v3:1,646,612..1,647,151(-)","conserved Plasmodium protein, unknown function",4,0.8,0.87,Y
PF3D7_1239500,PF3D7_1239500.1,"Pf3D7_12_v3:1,648,667..1,651,687(+)",DNA gyrase subunit B,4,0.85,0.92,Y
PF3D7_1240100,PF3D7_1240100.1,"Pf3D7_12_v3:1,685,094..1,685,411(-)",early transcribed membrane protein 12,4,0.72,0.99,Y
PF3D7_1240700,PF3D7_1240700.1,"Pf3D7_12_v3:1,728,774..1,730,007(+)","rifin, pseudogene",2,0.5,0,Y
PF3D7_1241900,PF3D7_1241900.1,"Pf3D7_12_v3:1,784,380..1,786,410(+)","tetratricopeptide repeat protein, putative",3,0.61,0.1,Y
PF3D7_1242000,PF3D7_1242000.1,"Pf3D7_12_v3:1,787,236..1,788,831(-)","conserved Plasmodium protein, unknown function",4,0.85,0.99,Y
PF3D7_1242200,PF3D7_1242200.1,"Pf3D7_12_v3:1,791,156..1,793,075(+)","queuine tRNA-ribosyltransferase, putative",4,0.83,0.22,Y
PF3D7_1244000,PF3D7_1244000.1,"Pf3D7_12_v3:1,842,399..1,845,651(-)","glucose inhibited division protein a homologue, putative",4,0.7,0.13,Y
PF3D7_1244400,PF3D7_1244400.1,"Pf3D7_12_v3:1,859,656..1,863,846(+)","RNA-binding protein, putative",4,0.59,0.13,Y
PF3D7_1244500,PF3D7_1244500.1,"Pf3D7_12_v3:1,864,229..1,866,661(-)","conserved Plasmodium protein, unknown function",4,0.93,0.95,Y
PF3D7_1246000,PF3D7_1246000.1,"Pf3D7_12_v3:1,912,457..1,914,595(+)","conserved Plasmodium protein, unknown function",2,0.62,0.74,Y
PF3D7_1247600,PF3D7_1247600.1,"Pf3D7_12_v3:1,962,774..1,964,258(-)","conserved Plasmodium protein, unknown function",3,0.65,0.93,Y
PF3D7_1247800,PF3D7_1247800.1,"Pf3D7_12_v3:1,968,163..1,971,074(+)",dipeptidyl aminopeptidase 2,4,0.76,0.96,Y
PF3D7_1248300,PF3D7_1248300.1,"Pf3D7_12_v3:1,979,786..1,980,199(-)","conserved Plasmodium membrane protein, unknown function",2,0.64,0.29,Y
PF3D7_1248600,PF3D7_1248600.1,"Pf3D7_12_v3:1,988,237..1,990,745(+)","conserved Plasmodium protein, unknown function",2,0.57,0,Y
PF3D7_1249900,PF3D7_1249900.1,"Pf3D7_12_v3:2,041,293..2,043,212(-)","apicoplast dimethyladenosine synthase, putative",4,0.81,0.57,Y
PF3D7_1250100,PF3D7_1250100.1,"Pf3D7_12_v3:2,045,070..2,054,429(-)",osmiophilic body protein G377,4,0.9,1,Y
PF3D7_1250200,PF3D7_1250200.1,"Pf3D7_12_v3:2,059,108..2,063,227(+)","CSC1-like protein, putative",4,0.63,0.05,Y
PF3D7_1251000,PF3D7_1251000.1,"Pf3D7_12_v3:2,085,370..2,086,959(-)","HSP20-like chaperone, putative",4,0.86,0.96,Y
PF3D7_1251700,PF3D7_1251700.1,"Pf3D7_12_v3:2,106,216..2,108,293(-)",tryptophan--tRNA ligase,4,0.77,0.58,Y
PF3D7_1252100,PF3D7_1252100.1,"Pf3D7_12_v3:2,114,628..2,122,487(-)",rhoptry neck protein 3,4,0.67,0.19,Y
PF3D7_1252200,PF3D7_1252200.1,"Pf3D7_12_v3:2,125,435..2,126,571(+)",chitinase,4,0.76,0.89,Y
PF3D7_1252400,PF3D7_1252400.1,"Pf3D7_12_v3:2,136,053..2,144,874(+)","reticulocyte binding protein homologue 3, pseudogene",4,0.72,0.8,Y
PF3D7_1252900,PF3D7_1252900.1,"Pf3D7_12_v3:2,162,707..2,163,145(-)","Plasmodium exported protein, unknown function",4,0.58,0.39,Y
PF3D7_1253000,PF3D7_1253000.1,"Pf3D7_12_v3:2,168,181..2,169,759(+)",gametocyte erythrocyte cytosolic protein,4,0.72,0.13,Y
PF3D7_1253200,PF3D7_1253200.1,"Pf3D7_12_v3:2,173,799..2,174,322(-)",hypothetical protein,3,0.53,0.02,Y
PF3D7_1253300,PF3D7_1253300.1,"Pf3D7_12_v3:2,175,329..2,176,087(+)","Plasmodium exported protein (PHISTa), unknown function, pseudogene",4,0.63,0.32,Y
PF3D7_1253400,PF3D7_1253400.1,"Pf3D7_12_v3:2,180,419..2,182,869(+)",acyl-CoA synthetase,4,0.86,0.99,Y
PF3D7_1253500,PF3D7_1253500.1,"Pf3D7_12_v3:2,183,464..2,184,168(-)","Plasmodium exported protein, unknown function",4,0.71,0.05,Y
PF3D7_1253700,PF3D7_1253700.1,"Pf3D7_12_v3:2,190,483..2,191,770(-)",rifin,3,0.68,0.88,Y
PF3D7_1254000,PF3D7_1254000.1,"Pf3D7_12_v3:2,201,495..2,202,686(+)",rifin,4,0.64,0.48,Y
PF3D7_1254100,PF3D7_1254100.1,"Pf3D7_12_v3:2,204,724..2,205,714(+)",stevor,3,0.7,0.53,Y
PF3D7_1254300,PF3D7_1254300.1,"Pf3D7_12_v3:2,211,543..2,212,554(+)",stevor,3,0.65,0.07,Y
PF3D7_1254400,PF3D7_1254400.1,"Pf3D7_12_v3:2,214,671..2,216,019(+)",rifin,4,0.68,0.7,Y
PF3D7_1254500,PF3D7_1254500.1,"Pf3D7_12_v3:2,218,452..2,219,533(+)",rifin,2,0.54,0.34,Y
PF3D7_1255000,PF3D7_1255000.1,"Pf3D7_12_v3:2,234,600..2,235,792(+)",rifin,4,0.69,0.99,Y
PF3D7_1300600,PF3D7_1300600.1,"Pf3D7_13_v3:54,067..55,259(-)",rifin,4,0.73,0.99,Y
PF3D7_1300700,PF3D7_1300700.1,"Pf3D7_13_v3:57,109..58,422(-)",rifin,2,0.53,0.03,Y
PF3D7_1300900,PF3D7_1300900.1,"Pf3D7_13_v3:62,515..63,547(-)",stevor,4,0.76,0.76,Y
PF3D7_1301400,PF3D7_1301400.1,"Pf3D7_13_v3:82,718..84,018(+)","Plasmodium exported protein (hyp12), unknown function",3,0.68,0.56,Y
PF3D7_1301600,PF3D7_1301600.1,"Pf3D7_13_v3:89,319..93,352(-)",erythrocyte binding antigen-140,3,0.51,0.01,Y
PF3D7_1301700,PF3D7_1301700.1,"Pf3D7_13_v3:99,548..100,521(+)",CX3CL1-binding protein 2,4,0.69,0.06,Y
PF3D7_1301900,PF3D7_1301900.1,"Pf3D7_13_v3:109,695..110,268(-)","Plasmodium exported protein, unknown function",3,0.59,0.01,Y
PF3D7_1302200,PF3D7_1302200.1,"Pf3D7_13_v3:123,726..124,415(-)",protein UIS3,4,0.71,0.94,Y
PF3D7_1302300,PF3D7_1302300.1,"Pf3D7_13_v3:126,611..127,141(-)","Plasmodium exported protein, unknown function",3,0.55,0.01,Y
PF3D7_1304100,PF3D7_1304100.1,"Pf3D7_13_v3:221,816..224,720(-)",DNA ligase I,4,0.83,0.95,Y
PF3D7_1304300,PF3D7_1304300.1,"Pf3D7_13_v3:231,083..231,724(+)","conserved Plasmodium protein, unknown function",4,0.6,0.72,Y
PF3D7_1304600,PF3D7_1304600.1,"Pf3D7_13_v3:237,361..241,233(+)","conserved Plasmodium protein, unknown function",4,0.73,0.07,Y
PF3D7_1305100,PF3D7_1305100.1,"Pf3D7_13_v3:252,526..253,788(-)","conserved Plasmodium protein, unknown function",3,0.66,0.32,Y
PF3D7_1305700,PF3D7_1305700.1,"Pf3D7_13_v3:277,139..277,729(+)","conserved Plasmodium protein, unknown function",2,0.39,0.98,Y
PF3D7_1306200,PF3D7_1306200.1,"Pf3D7_13_v3:289,564..291,000(-)","conserved Plasmodium protein, unknown function",3,0.64,0.59,Y
PF3D7_1307600,PF3D7_1307600.1,"Pf3D7_13_v3:339,927..341,888(-)","DNA-directed RNA polymerase subunit alpha, putative",3,0.62,1,Y
PF3D7_1308800,PF3D7_1308800.1,"Pf3D7_13_v3:403,788..406,703(-)",tyrosine recombinase,4,0.58,0.82,Y
PF3D7_1310200,PF3D7_1310200.1,"Pf3D7_13_v3:454,061..454,636(+)","conserved Plasmodium protein, unknown function",4,0.69,0.16,Y
PF3D7_1310500,PF3D7_1310500.1,"Pf3D7_13_v3:463,385..464,002(-)","conserved protein, unknown function",4,0.82,0.4,Y
PF3D7_1312000,PF3D7_1312000.1,"Pf3D7_13_v3:511,396..512,607(+)",malonyl CoA-acyl carrier protein transacylase,4,0.9,0.45,Y
PF3D7_1313200,PF3D7_1313200.1,"Pf3D7_13_v3:566,236..568,233(+)","methionyl-tRNA formyltransferase, putative",4,0.83,0.6,Y
PF3D7_1313400,PF3D7_1313400.1,"Pf3D7_13_v3:569,840..572,332(-)","DEAD box helicase, putative",4,0.66,0.32,Y
PF3D7_1314500,PF3D7_1314500.1,"Pf3D7_13_v3:622,691..623,715(-)","transmembrane emp24 domain-containing protein, putative",4,0.86,0.93,Y
PF3D7_1315200,PF3D7_1315200.1,"Pf3D7_13_v3:639,681..642,890(-)","conserved Plasmodium protein, unknown function",2,0.56,0.04,Y
PF3D7_1315600,PF3D7_1315600.1,"Pf3D7_13_v3:655,207..657,259(-)",CDP-diacylglycerol--inositol 3-phosphatidyltransferase,3,0.37,0.01,Y
PF3D7_1316300,PF3D7_1316300.1,"Pf3D7_13_v3:681,363..682,149(-)","conserved Plasmodium protein, unknown function",4,0.93,1,Y
PF3D7_1316700,PF3D7_1316700.1,"Pf3D7_13_v3:695,732..697,985(+)","conserved Plasmodium protein, unknown function",4,0.7,0.98,Y
PF3D7_1318000,PF3D7_1318000.1,"Pf3D7_13_v3:745,947..746,525(-)","conserved Plasmodium membrane protein, unknown function",4,0.69,0,Y
PF3D7_1318100,PF3D7_1318100.1,"Pf3D7_13_v3:748,387..748,971(-)","ferredoxin, putative",4,0.77,0.97,Y
PF3D7_1318200,PF3D7_1318200.1,"Pf3D7_13_v3:750,316..751,518(+)",glycerol-3-phosphate 1-O-acyltransferase,3,0.61,0.56,Y
PF3D7_1319800,PF3D7_1319800.1,"Pf3D7_13_v3:820,741..821,178(+)","conserved Plasmodium protein, unknown function",4,0.75,0.79,Y
PF3D7_1319900,PF3D7_1319900.1,"Pf3D7_13_v3:822,078..826,547(-)","conserved Plasmodium protein, unknown function",4,0.85,0.85,Y
PF3D7_1320000,PF3D7_1320000.1,"Pf3D7_13_v3:829,534..833,310(+)",golgi protein 1,4,0.63,0.04,Y
PF3D7_1320100,PF3D7_1320100.1,"Pf3D7_13_v3:834,180..835,308(-)",ATP-dependent Clp protease adapter protein ClpS,4,0.92,0.86,Y
PF3D7_1321900,PF3D7_1321900.1,"Pf3D7_13_v3:911,667..912,545(-)","conserved Plasmodium protein, unknown function",3,0.68,0.87,Y
PF3D7_1322000,PF3D7_1322000.1,"Pf3D7_13_v3:916,360..918,594(+)","nucleoside-diphosphatase, putative",4,0.79,0.06,Y
PF3D7_1322900,PF3D7_1322900.1,"Pf3D7_13_v3:961,213..963,561(+)","conserved Plasmodium protein, unknown function",4,0.62,0.6,Y
PF3D7_1323000,PF3D7_1323000.1,"Pf3D7_13_v3:963,661..964,690(-)",beta-hydroxyacyl-ACP dehydratase,3,0.7,0.14,Y
PF3D7_1323500,PF3D7_1323500.1,"Pf3D7_13_v3:975,403..977,175(+)",plasmepsin V,3,0.52,0,Y
PF3D7_1323600,PF3D7_1323600.1,"Pf3D7_13_v3:978,965..980,221(+)","conserved Plasmodium protein, unknown function",4,0.77,0.24,Y
PF3D7_1324900,PF3D7_1324900.1,"Pf3D7_13_v3:1,041,157..1,042,107(+)",L-lactate dehydrogenase,4,0.68,0.87,Y
PF3D7_1327100,PF3D7_1327100.1,"Pf3D7_13_v3:1,138,558..1,141,561(-)","conserved Plasmodium protein, unknown function",4,0.76,0.44,Y
PF3D7_1330100,PF3D7_1330100.1,"Pf3D7_13_v3:1,274,448..1,275,008(+)","conserved Plasmodium protein, unknown function",3,0.57,0.21,Y
PF3D7_1330200,PF3D7_1330200.1,"Pf3D7_13_v3:1,275,104..1,275,899(+)","conserved Plasmodium protein, unknown function",4,0.76,0.2,Y
PF3D7_1331600,PF3D7_1331600.1,"Pf3D7_13_v3:1,316,496..1,317,806(-)","protein tyrosine phosphatase-like protein, putative",3,0.64,0.38,Y
PF3D7_1332100,PF3D7_1332100.1,"Pf3D7_13_v3:1,329,491..1,331,059(+)","conserved Plasmodium membrane protein, unknown function",2,0.53,0.15,Y
PF3D7_1332600,PF3D7_1332600.1,"Pf3D7_13_v3:1,342,012..1,343,805(-)","DNA-(apurinic or apyrimidinic site) lyase 1, putative",3,0.6,0.13,Y
PF3D7_1333000,PF3D7_1333000.1,"Pf3D7_13_v3:1,355,285..1,357,194(+)",20 kDa chaperonin,4,0.87,0.99,Y
PF3D7_1333200,PF3D7_1333200.1,"Pf3D7_13_v3:1,362,093..1,367,609(+)",ubiquitin-activating enzyme,4,0.78,0.71,Y
PF3D7_1333300,PF3D7_1333300.1,"Pf3D7_13_v3:1,368,081..1,368,716(-)","transmembrane protein Tmp21 homologue, putative",4,0.77,0.92,Y
PF3D7_1334300,PF3D7_1334300.1,"Pf3D7_13_v3:1,400,897..1,402,276(-)",MSP7-like protein,4,0.78,0.97,Y
PF3D7_1334400,PF3D7_1334400.1,"Pf3D7_13_v3:1,403,522..1,404,451(-)",MSP7-like protein,4,0.87,0.99,Y
PF3D7_1334500,PF3D7_1334500.1,"Pf3D7_13_v3:1,405,731..1,407,512(-)",MSP7-like protein,4,0.8,0.97,Y
PF3D7_1334600,PF3D7_1334600.1,"Pf3D7_13_v3:1,409,049..1,409,945(-)",MSP7-like protein,4,0.93,1,Y
PF3D7_1334700,PF3D7_1334700.1,"Pf3D7_13_v3:1,411,100..1,411,708(-)",MSP7-like protein,4,0.74,0.96,Y
PF3D7_1334800,PF3D7_1334800.1,"Pf3D7_13_v3:1,413,102..1,413,947(-)",MSP7-like protein,4,0.77,0.96,Y
PF3D7_1335000,PF3D7_1335000.1,"Pf3D7_13_v3:1,416,316..1,417,458(-)",MSP7-like protein,4,0.72,0.99,Y
PF3D7_1335100,PF3D7_1335100.1,"Pf3D7_13_v3:1,419,086..1,420,141(-)",merozoite surface protein 7,4,0.65,0.51,Y
PF3D7_1335900,PF3D7_1335900.1,"Pf3D7_13_v3:1,464,895..1,466,619(-)",thrombospondin-related anonymous protein,4,0.88,0.8,Y
PF3D7_1336700,PF3D7_1336700.1,"Pf3D7_13_v3:1,482,361..1,482,837(-)","conserved Plasmodium protein, unknown function",4,0.72,0.39,Y
PF3D7_1337200,PF3D7_1337200.1,"Pf3D7_13_v3:1,497,877..1,501,494(+)",1-deoxy-D-xylulose 5-phosphate synthase,3,0.58,0.01,Y
PF3D7_1338000,PF3D7_1338000.1,"Pf3D7_13_v3:1,536,463..1,540,353(+)","LMBR1 domain-containing protein, putative",2,0.63,0.04,Y
PF3D7_1338600,PF3D7_1338600.1,"Pf3D7_13_v3:1,556,659..1,559,734(-)","conserved Plasmodium protein, unknown function",4,0.55,0.05,Y
PF3D7_1338800,PF3D7_1338800.1,"Pf3D7_13_v3:1,564,932..1,567,660(-)",CPW-WPC family protein,4,0.68,0.94,Y
PF3D7_1338900,PF3D7_1338900.1,"Pf3D7_13_v3:1,568,374..1,571,169(-)","serine/threonine protein kinase, putative",2,0.51,0.17,Y
PF3D7_1340000,PF3D7_1340000.1,"Pf3D7_13_v3:1,601,698..1,603,554(-)","secreted ookinete protein, putative",4,0.77,1,Y
PF3D7_1340200,PF3D7_1340200.1,"Pf3D7_13_v3:1,605,800..1,605,976(-)","conserved Plasmodium protein, unknown function",3,0.64,0,Y
PF3D7_1340800,PF3D7_1340800.1,"Pf3D7_13_v3:1,624,054..1,624,490(+)","mitochondrial pyruvate carrier protein 1, putative",3,0.45,0.6,Y
PF3D7_1340900,PF3D7_1340900.1,"Pf3D7_13_v3:1,627,311..1,629,480(+)",sodium-dependent phosphate transporter,4,0.67,0.72,Y
PF3D7_1341600,PF3D7_1341600.1,"Pf3D7_13_v3:1,642,119..1,644,479(+)",GPI mannosyltransferase 3,3,0.45,0.01,Y
PF3D7_1342500,PF3D7_1342500.1,"Pf3D7_13_v3:1,669,694..1,670,956(-)",sporozoite protein essential for cell traversal,4,0.91,1,Y
PF3D7_1343500,PF3D7_1343500.1,"Pf3D7_13_v3:1,720,319..1,721,672(+)","conserved Plasmodium protein, unknown function",2,0.54,0.49,Y
PF3D7_1344200,PF3D7_1344200.1,"Pf3D7_13_v3:1,769,129..1,771,927(+)","heat shock protein 110, putative",4,0.74,0.91,Y
PF3D7_1344600,PF3D7_1344600.1,"Pf3D7_13_v3:1,789,425..1,790,672(+)",lipoyl synthase,4,0.79,0.22,Y
PF3D7_1344800,PF3D7_1344800.1,"Pf3D7_13_v3:1,796,274..1,797,709(+)",aspartate carbamoyltransferase,3,0.59,0,Y
PF3D7_1345100,PF3D7_1345100.1,"Pf3D7_13_v3:1,809,736..1,810,521(-)",thioredoxin 2,4,0.76,0.79,Y
PF3D7_1345500,PF3D7_1345500.1,"Pf3D7_13_v3:1,823,190..1,824,026(+)",ubiquitin-conjugating enzyme E2,4,0.65,0.01,Y
PF3D7_1346700,PF3D7_1346700.1,"Pf3D7_13_v3:1,876,016..1,877,362(-)",6-cysteine protein,4,0.76,0.91,Y
PF3D7_1346800,PF3D7_1346800.1,"Pf3D7_13_v3:1,878,875..1,880,194(-)",6-cysteine protein,4,0.75,0.18,Y
PF3D7_1347600,PF3D7_1347600.1,"Pf3D7_13_v3:1,902,723..1,905,355(+)","conserved Plasmodium protein, unknown function",4,0.73,0.89,Y
PF3D7_1349900,PF3D7_1349900.1,"Pf3D7_13_v3:2,002,429..2,002,989(-)","conserved Plasmodium protein, unknown function",4,0.76,0.9,Y
PF3D7_1350500,PF3D7_1350500.1,"Pf3D7_13_v3:2,015,367..2,018,801(-)","conserved Plasmodium protein, unknown function",2,0.61,0,Y
PF3D7_1350600,PF3D7_1350600.1,"Pf3D7_13_v3:2,021,350..2,022,307(+)","conserved Plasmodium protein, unknown function",4,0.92,0.99,Y
PF3D7_1350700,PF3D7_1350700.1,"Pf3D7_13_v3:2,023,259..2,024,944(+)","N6-adenine-specific methylase, putative",4,0.75,0.92,Y
PF3D7_1351200,PF3D7_1351200.1,"Pf3D7_13_v3:2,043,106..2,047,758(+)","conserved Plasmodium protein, unknown function",2,0.51,0.21,Y
PF3D7_1351800,PF3D7_1351800.1,"Pf3D7_13_v3:2,065,373..2,066,409(+)","conserved Plasmodium protein, unknown function",4,0.7,0.76,Y
PF3D7_1351800,PF3D7_1351800.2,"Pf3D7_13_v3:2,065,373..2,066,409(+)","conserved Plasmodium protein, unknown function",4,0.68,0.76,Y
PF3D7_1352000,PF3D7_1352000.1,"Pf3D7_13_v3:2,069,317..2,075,337(+)","conserved Plasmodium protein, unknown function",4,0.7,0.25,Y
PF3D7_1352500,PF3D7_1352500.1,"Pf3D7_13_v3:2,093,365..2,094,337(-)","thioredoxin-related protein, putative",4,0.91,1,Y
PF3D7_1352900,PF3D7_1352900.1,"Pf3D7_13_v3:2,114,157..2,116,211(-)","Plasmodium exported protein, unknown function",3,0.62,0.05,Y
