Gene_ID,Cas9_Status,Cas9_LHR,Cas9_gBlock,Cas9_RHR,Cas9_gRNA,Cas9_gBlock_size,Cpf1_Status,Cpf1_LHR,Cpf1_gBlock,Cpf1_RHR,Cpf1_gRNA,Cpf1_gBlock_size,Enzyme_recommended
PF3D7_0629500.1,Success,Success,Success,Success,Success,246,Success,Success,Success,Success,Success,184,Cpf1
PF3D7_0112000.1,Warning,Success,Success,Success,Warning,60,Warning,Success,Success,Success,Warning,71,Cas9
PF3D7_1445600.1,Success,Success,Success,Success,Success,304,Success,Success,Success,Success,Success,272,Cpf1
PF3D7_1453500.1,Success,Success,Success,Success,Success,59,Success,Success,Success,Success,Success,115,Cas9
PF3D7_1317400.1,Success,Success,Success,Success,Success,340,Success,Success,Success,Success,Success,324,Cpf1
PF3D7_1406700.1,Success,Success,Success,Success,Success,178,Success,Success,Success,Success,Success,320,Cas9
PF3D7_0505300.1,Error,-,-,-,Error,0,Error,-,-,-,Error,0,None
PF3D7_0802000.1,Success,Success,Success,Success,Success,520,Success,Success,Success,Success,Success,161,Cpf1
PF3D7_1428200.1,Success,Success,Success,Success,Success,119,Success,Success,Success,Success,Success,119,Either
PF3D7_1326300.1,Success,Success,Success,Success,Success,125,Warning,Success,Success,Warning,Success,298,Cas9
PF3D7_0324900.1,Warning,Success,Success,Success,Warning,455,Success,Success,Success,Success,Success,381,Cpf1
PF3D7_1334200.1,Success,Success,Success,Success,Success,292,Success,Success,Success,Success,Success,18,Cpf1
PF3D7_0601700.1,Success,Success,Success,Success,Success,178,Success,Success,Success,Success,Success,380,Cas9
PF3D7_0721300.1,Warning,Success,Success,Warning,Success,193,Warning,Success,Success,Warning,Success,487,Cas9
PF3D7_1472200.1,Error,-,-,-,Error,0,Success,Success,Success,Success,Success,94,Cpf1
PF3D7_0722400.1,Success,Success,Success,Success,Success,214,Success,Success,Success,Success,Success,281,Cas9
PF3D7_0204900.1,Success,Success,Success,Success,Success,145,Success,Success,Success,Success,Success,145,Either
PF3D7_0317000.1,Success,Success,Success,Success,Success,285,Success,Success,Success,Success,Success,20,Cpf1
PF3D7_1251800.1,Warning,Success,Success,Success,Warning,255,Success,Success,Success,Success,Success,279,Cpf1
PF3D7_0710900.1,Success,Success,Success,Success,Success,160,Success,Success,Success,Success,Success,193,Cas9
PF3D7_1416100.1,Success,Success,Success,Success,Success,326,Success,Success,Success,Success,Success,154,Cpf1
PF3D7_1125400.1,Success,Success,Success,Success,Success,0,Warning,Success,Success,Warning,Success,0,Cas9
PF3D7_1123200.1,Success,Success,Success,Success,Success,142,Success,Success,Success,Success,Success,111,Cpf1
PF3D7_0511800.1,Success,Success,Success,Success,Success,17,Success,Success,Success,Success,Success,17,Either
PF3D7_1441300.1,Error,-,-,-,Error,0,Success,Success,Success,Success,Success,20,Cpf1
PF3D7_1228700.1,Success,Success,Success,Success,Success,195,Success,Success,Success,Success,Success,215,Cas9
PF3D7_0821500.1,Success,Success,Success,Success,Success,197,Success,Success,Success,Success,Success,145,Cpf1
PF3D7_1412700.1,Success,Success,Success,Success,Success,143,Success,Success,Success,Success,Success,206,Cas9
PF3D7_1335700.1,Error,-,-,-,Error,0,Warning,Success,Success,Success,Warning,303,Cpf1
PF3D7_0925200.1,Success,Success,Success,Success,Success,244,Warning,Warning,Success,Success,Success,107,Cas9
PF3D7_1471900.1,Error,-,-,-,Error,0,Error,-,-,-,Error,0,None
PF3D7_1322300.1,Success,Success,Success,Success,Success,170,Success,Success,Success,Success,Success,366,Cas9
PF3D7_0424600.1,Success,Success,Success,Success,Success,145,Success,Success,Success,Success,Success,292,Cas9
PF3D7_1341900.1,Success,Success,Success,Success,Success,107,Warning,Success,Success,Success,Warning,178,Cas9
PF3D7_1428900.1,Warning,Success,Success,Warning,Success,125,Warning,Success,Success,Warning,Success,125,Either
PF3D7_API03100.,Error,-,-,-,Error,0,Error,-,-,-,Error,0,None
PF3D7_1254600.1,Warning,Success,Success,Success,Warning,413,Success,Success,Success,Success,Success,251,Cpf1
PF3D7_0302400_p,Error,-,-,-,Error,0,Success,Success,Success,Success,Success,115,Cpf1
PF3D7_0314400.1,Success,Success,Success,Success,Success,247,Success,Success,Success,Success,Success,279,Cas9
PF3D7_1449100.1,Success,Success,Success,Success,Success,175,Warning,Success,Success,Success,Warning,107,Cas9
PF3D7_1369100.1,Success,Success,Success,Success,Success,268,Warning,Success,Success,Success,Warning,489,Cas9
PF3D7_1003100.1,Success,Success,Success,Success,Success,60,Success,Success,Success,Success,Success,198,Cas9
PF3D7_1247900.1,Success,Success,Success,Success,Success,145,Success,Success,Success,Success,Success,422,Cas9
PF3D7_1035300.1,Success,Success,Success,Success,Success,407,Success,Success,Success,Success,Success,427,Cas9
PF3D7_0217500.1,Warning,Success,Success,Warning,Success,146,Warning,Success,Success,Warning,Success,123,Cpf1
PF3D7_0800600.1,Warning,Success,Success,Success,Warning,401,Success,Success,Success,Success,Success,144,Cpf1
PF3D7_1143500.1,Success,Success,Success,Success,Success,145,Success,Success,Success,Success,Success,126,Cpf1
PF3D7_0918300.1,Success,Success,Success,Success,Success,356,Warning,Success,Success,Success,Warning,491,Cas9
PF3D7_0215800.1,Success,Success,Success,Success,Success,145,Success,Success,Success,Success,Success,196,Cas9
PF3D7_0820400.1,Success,Success,Success,Success,Success,153,Success,Success,Success,Success,Success,152,Cpf1
PF3D7_1232700.1,Warning,Success,Success,Success,Warning,147,Warning,Success,Success,Success,Warning,147,Either
PF3D7_1356800.1,Error,-,-,-,Error,0,Success,Success,Success,Success,Success,273,Cpf1
PF3D7_1305400.1,Success,Success,Success,Success,Success,181,Success,Success,Success,Success,Success,125,Cpf1
PF3D7_1480000.1,Success,Success,Success,Success,Success,268,Success,Success,Success,Success,Success,409,Cas9
PF3D7_1336300.1,Error,-,-,-,Error,0,Success,Success,Success,Success,Success,381,Cpf1
PF3D7_1371200.1,Warning,Success,Success,Success,Warning,122,Success,Success,Success,Success,Success,122,Cpf1
PF3D7_1453400.1,Error,-,-,-,Error,0,Error,-,-,-,Error,0,None
PF3D7_0710500.1,Success,Success,Success,Success,Success,20,Success,Success,Success,Success,Success,125,Cas9
PF3D7_1447800.1,Success,Success,Success,Success,Success,135,Success,Success,Success,Success,Success,135,Either
PF3D7_API06500.,Error,-,-,-,Error,0,Error,-,-,-,Error,0,None
PF3D7_0413200.1,Success,Success,Success,Success,Success,342,Success,Success,Success,Success,Success,117,Cpf1
PF3D7_1406100.1,Error,-,-,-,Error,0,Success,Success,Success,Success,Success,210,Cpf1
PF3D7_1419900.1,Success,Success,Success,Success,Success,379,Success,Success,Success,Success,Success,193,Cpf1
PF3D7_1248500.1,Warning,Success,Success,Warning,Success,166,Warning,Success,Success,Warning,Success,329,Cas9
PF3D7_0309600.1,Success,Success,Success,Success,Success,129,Warning,Warning,Success,Success,Success,265,Cas9
PF3D7_API02500.,Error,-,-,-,Error,0,Error,-,-,-,Error,0,None
PF3D7_1464200.1,Success,Success,Success,Success,Success,143,Success,Success,Success,Success,Success,328,Cas9
PF3D7_0606700.1,Success,Success,Success,Success,Success,40,Success,Success,Success,Success,Success,98,Cas9
PF3D7_1307500.1,Success,Success,Success,Success,Success,153,Success,Success,Success,Success,Success,153,Either
PF3D7_1226700.1,Success,Success,Success,Success,Success,16,Success,Success,Success,Success,Success,16,Either
PF3D7_1217000.1,Success,Success,Success,Success,Success,166,Warning,Success,Success,Success,Warning,246,Cas9
PF3D7_1103400.1,Success,Success,Success,Success,Success,236,Success,Success,Success,Success,Success,286,Cas9
PF3D7_0410900.1,Error,-,-,-,Error,0,Success,Success,Success,Success,Success,449,Cpf1
PF3D7_0630000.1,Warning,Warning,Success,Success,Success,199,Success,Success,Success,Success,Success,193,Cpf1
PF3D7_1105900.1,Success,Success,Success,Success,Success,145,Success,Success,Success,Success,Success,206,Cas9
PF3D7_0525100.1,Success,Success,Success,Success,Success,287,Success,Success,Success,Success,Success,433,Cas9
PF3D7_0100500.1,Error,-,-,-,Error,0,Error,-,-,-,Error,0,None
PF3D7_1326200.1,Success,Success,Success,Success,Success,248,Success,Success,Success,Success,Success,246,Cpf1
PF3D7_0707300.1,Success,Success,Success,Success,Success,149,Success,Success,Success,Success,Success,149,Either
PF3D7_0813900.1,Success,Success,Success,Success,Success,200,Success,Success,Success,Success,Success,125,Cpf1
PF3D7_0621400.1,Success,Success,Success,Success,Success,236,Success,Success,Success,Success,Success,346,Cas9
PF3D7_1367600.1,Success,Success,Success,Success,Success,390,Success,Success,Success,Success,Success,345,Cpf1
PF3D7_1406800.1,Success,Success,Success,Success,Success,169,Warning,Warning,Warning,Success,Success,227,Cas9
PF3D7_1453800.1,Success,Success,Success,Success,Success,238,Success,Success,Success,Success,Success,420,Cas9
PF3D7_1027800.1,Success,Success,Success,Success,Success,250,Success,Success,Success,Success,Success,404,Cas9
PF3D7_0712200.1,Success,Success,Success,Success,Success,314,Success,Success,Success,Success,Success,362,Cas9
PF3D7_0912000.1,Warning,Success,Success,Success,Warning,403,Success,Success,Success,Success,Success,338,Cpf1
PF3D7_0804200_C,Success,Success,Success,Success,Success,159,Error,-,-,-,Error,0,Cas9
PF3D7_1251900.1,Warning,Success,Success,Success,Warning,70,Warning,Success,Success,Warning,Success,70,Either
PF3D7_1204400.1,Success,Success,Success,Success,Success,72,Success,Success,Success,Success,Success,121,Cas9
PF3D7_1325900.1,Warning,Warning,Success,Success,Warning,331,Success,Success,Success,Success,Success,228,Cpf1
PF3D7_0918600.1,Success,Success,Success,Success,Success,418,Success,Success,Success,Success,Success,259,Cpf1
PF3D7_1462400.1,Success,Success,Success,Success,Success,153,Warning,Success,Success,Success,Warning,305,Cas9
PF3D7_1011700.1,Warning,Success,Success,Warning,Success,337,Warning,Success,Success,Warning,Success,284,Cpf1
PF3D7_0820500.1,Warning,Success,Success,Success,Warning,388,Error,-,-,-,Error,0,Cas9
PF3D7_0911300.1,Success,Success,Success,Success,Success,187,Success,Success,Success,Success,Success,281,Cas9
PF3D7_0419200.1,Warning,Success,Success,Warning,Success,132,Success,Success,Success,Success,Success,132,Cpf1
PF3D7_1472500.1,Success,Success,Success,Success,Success,185,Success,Success,Success,Success,Success,131,Cpf1
PF3D7_1373500.1,Warning,Success,Success,Success,Warning,490,Success,Success,Success,Success,Success,295,Cpf1
PF3D7_0404800.1,Success,Success,Success,Success,Success,201,Success,Success,Success,Success,Success,126,Cpf1
PF3D7_1475300.1,Success,Success,Success,Success,Success,20,Success,Success,Success,Success,Success,421,Cas9
PF3D7_0305100.1,Success,Success,Success,Success,Success,109,Success,Success,Success,Success,Success,109,Either
PF3D7_1412800.1,Warning,Success,Success,Success,Warning,389,Success,Success,Success,Success,Success,198,Cpf1
PF3D7_1220100.1,Success,Success,Success,Success,Success,125,Success,Success,Success,Success,Success,243,Cas9
PF3D7_0723800.1,Error,-,-,-,Error,0,Success,Success,Success,Success,Success,237,Cpf1
PF3D7_0931500.1,Warning,Success,Success,Success,Warning,194,Success,Success,Success,Success,Success,194,Cpf1
PF3D7_1447900.1,Success,Success,Success,Success,Success,353,Success,Success,Success,Success,Success,155,Cpf1
PF3D7_1464900.1,Success,Success,Success,Success,Success,332,Success,Success,Success,Success,Success,143,Cpf1
PF3D7_0614200.1,Success,Success,Success,Success,Success,539,Success,Success,Success,Success,Success,186,Cpf1
PF3D7_0602100.1,Success,Success,Success,Success,Success,197,Success,Success,Success,Success,Success,188,Cpf1
PF3D7_0831100.1,Success,Success,Success,Success,Success,207,Success,Success,Success,Success,Success,437,Cas9
PF3D7_0319400.1,Success,Success,Success,Success,Success,366,Success,Success,Success,Success,Success,153,Cpf1
PF3D7_1420000.1,Success,Success,Success,Success,Success,140,Success,Success,Success,Success,Success,271,Cas9
PF3D7_0111800.1,Success,Success,Success,Success,Success,379,Error,-,-,-,Error,0,Cas9
PF3D7_0826400.1,Warning,Success,Success,Warning,Success,141,Warning,Success,Success,Warning,Success,199,Cas9
PF3D7_0704400.1,Success,Success,Success,Success,Success,347,Success,Success,Success,Success,Success,0,Cpf1
PF3D7_1354000.1,Error,-,-,-,Error,0,Success,Success,Success,Success,Success,134,Cpf1
PF3D7_1205600.1,Warning,Success,Success,Success,Warning,395,Warning,Warning,Success,Success,Success,122,Cpf1
PF3D7_1240100.1,Success,Success,Success,Success,Success,119,Success,Success,Success,Success,Success,119,Either
PF3D7_0812400.1,Success,Success,Success,Success,Success,398,Success,Success,Success,Success,Success,341,Cpf1
PF3D7_1307400.1,Warning,Success,Success,Success,Warning,282,Success,Success,Success,Success,Success,353,Cpf1
PF3D7_0726800.1,Warning,Success,Success,Success,Warning,74,Success,Success,Success,Success,Success,130,Cpf1
PF3D7_1452800.1,Warning,Warning,Warning,Success,Warning,331,Success,Success,Success,Success,Success,205,Cpf1
PF3D7_1410800.1,Warning,Success,Success,Warning,Success,69,Warning,Success,Success,Warning,Success,69,Either
PF3D7_1015200.3,Success,Success,Success,Success,Success,432,Success,Success,Success,Success,Success,409,Cpf1
PF3D7_1015200.2,Success,Success,Success,Success,Success,432,Success,Success,Success,Success,Success,409,Cpf1
PF3D7_1015200.1,Success,Success,Success,Success,Success,432,Success,Success,Success,Success,Success,409,Cpf1
PF3D7_0927200.1,Success,Success,Success,Success,Success,291,Success,Success,Success,Success,Success,125,Cpf1
PF3D7_0100400.1,Success,Success,Success,Success,Success,384,Success,Success,Success,Success,Success,378,Cpf1
PF3D7_API03900.,Error,-,-,-,Error,0,Error,-,-,-,Error,0,None
PF3D7_0902100.1,Success,Success,Success,Success,Success,96,Success,Success,Success,Success,Success,266,Cas9
PF3D7_1234000.1,Success,Success,Success,Success,Success,188,Error,-,-,-,Error,0,Cas9
PF3D7_0905000.1,Success,Success,Success,Success,Success,145,Success,Success,Success,Success,Success,207,Cas9
PF3D7_0821800.1,Success,Success,Success,Success,Success,76,Success,Success,Success,Success,Success,196,Cas9
PF3D7_0832900.1,Success,Success,Success,Success,Success,233,Success,Success,Success,Success,Success,19,Cpf1
PF3D7_0107900.1,Success,Success,Success,Success,Success,480,Success,Success,Success,Success,Success,408,Cpf1
PF3D7_1026800.1,Success,Success,Success,Success,Success,116,Success,Success,Success,Success,Success,254,Cas9
PF3D7_1357400.1,Success,Success,Success,Success,Success,237,Success,Success,Success,Success,Success,448,Cas9
PF3D7_1470800.1,Error,-,-,-,Error,0,Success,Success,Success,Success,Success,125,Cpf1
PF3D7_1237300.1,Success,Success,Success,Success,Success,88,Success,Success,Success,Success,Success,88,Either
PF3D7_1109300_p,Error,-,-,-,Error,0,Success,Success,Success,Success,Success,6,Cpf1
PF3D7_1021300.1,Success,Success,Success,Success,Success,121,Success,Success,Success,Success,Success,448,Cas9
PF3D7_1421200.1,Success,Success,Success,Success,Success,269,Warning,Warning,Success,Success,Warning,314,Cas9
PF3D7_0108600.1,Warning,Warning,Success,Success,Success,160,Warning,Warning,Warning,Warning,Success,172,Cas9
PF3D7_0924900.1,Success,Success,Success,Success,Success,89,Success,Success,Success,Success,Success,89,Either
PF3D7_1027900.1,Success,Success,Success,Success,Success,162,Success,Success,Success,Success,Success,162,Either
PF3D7_1449500.1,Warning,Success,Success,Warning,Success,396,Warning,Success,Success,Warning,Success,110,Cpf1
PF3D7_1329400.1,Success,Success,Success,Success,Success,150,Success,Success,Success,Success,Success,185,Cas9
PF3D7_0314800.1,Success,Success,Success,Success,Success,125,Success,Success,Success,Success,Success,125,Either
PF3D7_0620100.1,Success,Success,Success,Success,Success,341,Success,Success,Success,Success,Success,364,Cas9
PF3D7_1217100.1,Success,Success,Success,Success,Success,164,Success,Success,Success,Success,Success,164,Either
PF3D7_1217100.2,Success,Success,Success,Success,Success,164,Success,Success,Success,Success,Success,164,Either
PF3D7_1002500.1,Success,Success,Success,Success,Success,128,Success,Success,Success,Success,Success,125,Cpf1
PF3D7_0102500.1,Success,Success,Success,Success,Success,203,Success,Success,Success,Success,Success,203,Either
PF3D7_0405800.1,Warning,Success,Success,Success,Warning,132,Warning,Warning,Success,Success,Success,306,Cas9
PF3D7_API03400.,Error,-,-,-,Error,0,Error,-,-,-,Error,0,None
PF3D7_0820800.1,Success,Success,Success,Success,Success,524,Success,Success,Success,Success,Success,109,Cpf1
PF3D7_1025000.1,Success,Success,Success,Success,Success,122,Success,Success,Success,Success,Success,209,Cas9
PF3D7_1250300.1,Success,Success,Success,Success,Success,150,Success,Success,Success,Success,Success,220,Cas9
PF3D7_0112300.1,Error,-,-,-,Error,0,Error,-,-,-,Error,0,None
PF3D7_1009200.1,Success,Success,Success,Success,Success,423,Warning,Success,Success,Success,Warning,461,Cas9
PF3D7_0422900.1,Success,Success,Success,Success,Success,287,Warning,Warning,Success,Success,Success,228,Cas9
PF3D7_1141800.1,Success,Success,Success,Success,Success,280,Warning,Warning,Success,Success,Success,287,Cas9
